,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.649912,0.680688,0.665199,0.665964,0.655859,0.729801
Privileged Favorable,0.603057,0.626886,0.620612,0.63347,0.605859,0.689613
Unprivileged Favorable,0.654595,0.661465,0.639102,0.672383,0.655988,0.706258
Unprivileged Unfavorable,0.731224,0.76519,0.733824,0.736994,0.741578,0.770134
Privileged Unfavorable,0.736375,0.772444,0.76057,0.726099,0.742336,0.81562
