,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500551,0.508355,0.504012,0.502186,0.501948,0.502509
Privileged Favorable,0.486465,0.503231,0.494057,0.512504,0.513188,0.499266
Unprivileged Favorable,0.501281,0.508719,0.504552,0.503305,0.50145,0.502404
Unprivileged Unfavorable,0.488381,0.510081,0.509948,0.46834,0.502986,0.506007
Privileged Unfavorable,0.525666,0.49733,0.481801,0.5517,0.532361,0.48947
