,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.52049,0.523401,0.520569,0.520852,0.523062,0.524379
Privileged Favorable,0.509755,0.519224,0.511287,0.510917,0.511012,0.51582
Unprivileged Favorable,0.509178,0.509287,0.510167,0.513424,0.517421,0.519321
Unprivileged Unfavorable,0.669985,0.6696,0.661114,0.679384,0.667874,0.667983
Privileged Unfavorable,0.680356,0.687122,0.677889,0.696222,0.687898,0.703903
