,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.502691,0.491982,0.501846,0.499149,0.493986,0.504898
Privileged Favorable,0.479269,0.525855,0.470595,0.515624,0.484366,0.496835
Unprivileged Favorable,0.50223,0.486148,0.506346,0.499712,0.491452,0.50326
Unprivileged Unfavorable,0.505112,0.489778,0.506374,0.49726,0.500813,0.50662
Privileged Unfavorable,0.507677,0.501685,0.491645,0.498071,0.487921,0.511823
