,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.499597,0.501598,0.499254,0.502489,0.498093,0.49977
Privileged Favorable,0.498037,0.500644,0.497831,0.507739,0.499593,0.498073
Unprivileged Favorable,0.500558,0.498822,0.498742,0.498567,0.495394,0.500789
Unprivileged Unfavorable,0.517066,0.53652,0.504899,0.482868,0.501705,0.503114
Privileged Unfavorable,0.502309,0.512063,0.50534,0.502779,0.511981,0.515819
