,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.502957,0.506098,0.49706,0.498655,0.497431,0.500685
Privileged Favorable,0.508489,0.498227,0.491093,0.503137,0.49522,0.454204
Unprivileged Favorable,0.500674,0.508316,0.500876,0.4962,0.49505,0.508183
Unprivileged Unfavorable,0.497823,0.504349,0.497072,0.50067,0.498062,0.494917
Privileged Unfavorable,0.511863,0.509428,0.498346,0.504111,0.509083,0.476321
