,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.540909,0.532544,0.536522,0.545614,0.545993,0.564483
Privileged Favorable,0.615971,0.575912,0.601912,0.611491,0.618947,0.621038
Unprivileged Favorable,0.607062,0.584604,0.596058,0.610964,0.596331,0.651105
Unprivileged Unfavorable,0.516896,0.521083,0.518751,0.52124,0.522843,0.534015
Privileged Unfavorable,0.53953,0.524796,0.526243,0.547147,0.546263,0.569587
