,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.50017,0.50064,0.500418,0.500301,0.499031,0.500197
Privileged Favorable,0.503237,0.502277,0.497944,0.50333,0.496662,0.504413
Unprivileged Favorable,0.503251,0.510059,0.508723,0.475909,0.492474,0.500111
Unprivileged Unfavorable,0.501695,0.506701,0.499007,0.504819,0.508914,0.496923
Privileged Unfavorable,0.4989,0.498627,0.500643,0.500214,0.499513,0.499676
