,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.58782,0.563353,0.545052,0.585706,0.5801,0.525976
Privileged Favorable,0.759792,0.682423,0.661933,0.759573,0.76179,0.620682
Unprivileged Favorable,0.851089,0.742883,0.751797,0.845595,0.746992,0.630024
Unprivileged Unfavorable,0.707417,0.704531,0.577281,0.694209,0.625138,0.553442
Privileged Unfavorable,0.542109,0.530198,0.526079,0.541111,0.545078,0.508479
