,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.499435,0.502294,0.500422,0.502123,0.502044,0.499225
Privileged Favorable,0.493183,0.499423,0.497512,0.502556,0.505917,0.485331
Unprivileged Favorable,0.502171,0.509886,0.513028,0.510571,0.491249,0.487788
Unprivileged Unfavorable,0.497272,0.501114,0.514371,0.511889,0.504504,0.493656
Privileged Unfavorable,0.501713,0.502176,0.499758,0.50084,0.500949,0.50003
