,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.498002,0.498399,0.500303,0.50238,0.500783,0.499521
Privileged Favorable,0.499084,0.499512,0.49879,0.507262,0.496283,0.501146
Unprivileged Favorable,0.488697,0.483517,0.495672,0.512695,0.505577,0.498183
Unprivileged Unfavorable,0.504085,0.50905,0.504672,0.495803,0.499256,0.516162
Privileged Unfavorable,0.497606,0.498106,0.499648,0.502477,0.500897,0.497999
