Fairness Metric,orig,syn,syn_target,dir,rew,egr
balanced_accuracy,0.5014852011356512,0.50070135016541,0.5016764433868753,0.5009517275851679,0.5016457459024172,0.5031229238743571
average_odds_difference,-0.0019501551665332684,-0.00033655285063947476,-0.0027284991731541717,-0.0011785335172498728,-0.0015754709309235189,0.0021680663922013324
disparate_impact,0.00039086831416910533,0.0002915146558357673,0.00025112467824883744,0.0005252783151527921,0.000438254179162693,0.0003493327079198509
statistical_parity_difference,-0.0001978507149179761,-9.184721551943238e-05,-7.968228318849802e-05,-0.0005252213652937598,-0.0001535362050486174,0.00017109828769573676
equal_opportunity_difference,3.636148730954784e-05,-4.478090424827238e-05,0.0002683020143354753,-0.00042699317826396427,5.3553741681292934e-05,2.7879738680958166e-05
theil_index,0.0171615729524288,0.017563119864995664,0.017349902612032616,0.017588476360255092,0.017411134153508322,0.017586332217304237
