,Method,Metric,Mean Privacy Risk,Error
0,orig,entire_dataset_mia_privacy_risk,0.51375,0.0073504302148613525
1,orig,subpopulation_0.0_label_0.0_mia_privacy_risk,0.5151409333985598,0.014946340642225952
2,orig,subpopulation_0.0_label_1.0_mia_privacy_risk,0.5152010051833071,0.014142732468069333
3,orig,subpopulation_1.0_label_0.0_mia_privacy_risk,0.5240289139449935,0.02715680793300642
4,orig,subpopulation_1.0_label_1.0_mia_privacy_risk,0.5331709600759486,0.03499573018792491
5,transf,entire_dataset_mia_privacy_risk,0.51375,0.0073504302148613525
6,transf,subpopulation_0.0_label_0.0_mia_privacy_risk,0.5151409333985598,0.014946340642225952
7,transf,subpopulation_0.0_label_1.0_mia_privacy_risk,0.5152010051833071,0.014142732468069333
8,transf,subpopulation_1.0_label_0.0_mia_privacy_risk,0.5240289139449935,0.02715680793300642
9,transf,subpopulation_1.0_label_1.0_mia_privacy_risk,0.5331709600759486,0.03499573018792491
10,dir,entire_dataset_mia_privacy_risk,0.512364864864865,0.008096542248771644
11,dir,subpopulation_0.0_label_0.0_mia_privacy_risk,0.5160651988619712,0.016643962382808488
12,dir,subpopulation_0.0_label_1.0_mia_privacy_risk,0.5146666813748613,0.015778138587827093
13,dir,subpopulation_1.0_label_0.0_mia_privacy_risk,0.51740129302125,0.024123788199397162
14,dir,subpopulation_1.0_label_1.0_mia_privacy_risk,0.5202927734574706,0.025455696520422233
15,rew,entire_dataset_mia_privacy_risk,0.51375,0.0073504302148613525
16,rew,subpopulation_0.0_label_0.0_mia_privacy_risk,0.5151409333985598,0.014946340642225952
17,rew,subpopulation_0.0_label_1.0_mia_privacy_risk,0.5152010051833071,0.014142732468069333
18,rew,subpopulation_1.0_label_0.0_mia_privacy_risk,0.5240289139449935,0.02715680793300642
19,rew,subpopulation_1.0_label_1.0_mia_privacy_risk,0.5331709600759486,0.03499573018792491
20,eg,entire_dataset_mia_privacy_risk,0.5137837837837838,0.007791963656738042
21,eg,subpopulation_0.0_label_0.0_mia_privacy_risk,0.5202041098310453,0.017610132429732125
22,eg,subpopulation_0.0_label_1.0_mia_privacy_risk,0.5179432878648271,0.014141976505874836
23,eg,subpopulation_1.0_label_0.0_mia_privacy_risk,0.5266155175683463,0.023170491783720878
24,eg,subpopulation_1.0_label_1.0_mia_privacy_risk,0.5427646585331765,0.03298071553600175
