Fairness Metric,orig,syn,syn_target,dir,rew,egr
balanced_accuracy,0.7359781078169658,0.7277690416570756,0.7166554598633766,0.7044596758150613,0.7137868449540815,0.7130424215041374
average_odds_difference,0.11876073412381986,0.10399733092389991,0.09385754770886272,0.12957987896109407,-0.020408363774159468,0.020562262295810065
disparate_impact,0.7034716647396667,0.6784593195587699,0.6779242564583677,0.7293567279535824,0.466441689199264,0.5535409661075168
statistical_parity_difference,0.21848413767430952,0.21041865752257558,0.19376983555664473,0.20736192379350474,0.09407534007635998,0.13282391074371877
equal_opportunity_difference,0.120468232653887,0.0725673136564937,0.06331458648949527,0.14371530538927405,-0.0846081891194271,-0.033444765179114495
theil_index,0.07771242792404535,0.08081888049548452,0.0836917525352609,0.08500842989419664,0.08526605010303386,0.0860967906753783
