Fairness Metric,orig,syn,syn_target,dir,rew,egr
balanced_accuracy,0.49999161552134685,0.5,0.5,0.4999915414805793,0.4999915943783202,0.5001592466833356
average_odds_difference,-1.9402405898335157e-05,0.0,0.0,-1.9183548189074157e-05,-1.9218942189425103e-05,-0.00037114716446532786
disparate_impact,3.667840375587428e-05,0.0,0.0,3.616113401316845e-05,3.630291149349837e-05,7.320588194912696e-05
statistical_parity_difference,-3.667840375587428e-05,0.0,0.0,-3.616113401316845e-05,-3.630291149349837e-05,-7.320588194912696e-05
equal_opportunity_difference,-3.8804811796670315e-05,0.0,0.0,-3.8367096378148315e-05,-3.843788437885021e-05,-3.905944848059395e-05
theil_index,0.017097047885264196,0.0174925837698106,0.017437960029411545,0.017757795468443537,0.01709605646700146,0.016934764050495137
