Fairness Metric,orig,syn,syn_target,dir,rew,egr
balanced_accuracy,0.5402957860336887,0.5364009327240601,0.5339446636130245,0.5367243581666828,0.5330379815154763,0.5360053933481073
average_odds_difference,0.009405615476918427,0.018123462283489333,0.01024963995351381,0.016690249529240003,-0.010355508955778053,0.020953307351648593
disparate_impact,0.01257988659000279,0.016906760193041232,0.012332793286911817,0.015449677105298912,0.005359060050488011,0.018218513383060225
statistical_parity_difference,0.012491215404806355,0.016803748353788433,0.012259637426976352,0.015348874926267205,0.005329286036250862,0.018101613588174026
equal_opportunity_difference,0.005199363382937805,0.01011928029985674,0.006170140395436933,0.006741525496975265,0.0030909471518621077,0.009677700279266307
theil_index,0.019191494456008353,0.019005460696548387,0.019107997747072655,0.018979401784774315,0.01849439015886223,0.019403374141236163
