,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.495824,0.498508,0.49965,0.503615,0.503098,0.497472
Privileged Favorable,0.500232,0.49658,0.47419,0.497406,0.515343,0.500974
Unprivileged Favorable,0.490346,0.496739,0.499475,0.505935,0.499671,0.496554
Unprivileged Unfavorable,0.500505,0.497609,0.50552,0.501592,0.50283,0.501961
Privileged Unfavorable,0.500844,0.49677,0.496481,0.502234,0.507136,0.487988
