,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500083,0.497219,0.499195,0.500152,0.498243,0.499681
Privileged Favorable,0.504632,0.498496,0.499072,0.503401,0.501583,0.504107
Unprivileged Favorable,0.511952,0.502463,0.508925,0.500752,0.465515,0.481112
Unprivileged Unfavorable,0.509442,0.494364,0.499979,0.501797,0.497807,0.490976
Privileged Unfavorable,0.498516,0.496089,0.499494,0.496068,0.497889,0.498426
