,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500472,0.498336,0.498611,0.498704,0.498528,0.50169
Privileged Favorable,0.495691,0.492475,0.494732,0.505982,0.4926,0.511011
Unprivileged Favorable,0.493577,0.507572,0.500079,0.499113,0.487101,0.499836
Unprivileged Unfavorable,0.502867,0.521574,0.504225,0.504873,0.4919,0.508379
Privileged Unfavorable,0.500957,0.499351,0.498795,0.498473,0.499738,0.500439
