,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.501794,0.498578,0.50133,0.500703,0.501105,0.501492
Privileged Favorable,0.499147,0.496184,0.504994,0.501776,0.504933,0.497533
Unprivileged Favorable,0.505763,0.497819,0.496809,0.501593,0.499829,0.494868
Unprivileged Unfavorable,0.500224,0.500195,0.504422,0.50045,0.499212,0.502308
Privileged Unfavorable,0.502439,0.497584,0.498984,0.500049,0.500775,0.504936
