,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500902,0.50233,0.500781,0.498361,0.499484,0.499813
Privileged Favorable,0.496587,0.502605,0.499565,0.496838,0.499722,0.50242
Unprivileged Favorable,0.517872,0.480062,0.513003,0.494871,0.503956,0.461242
Unprivileged Unfavorable,0.499405,0.498829,0.502612,0.497584,0.498297,0.500308
Privileged Unfavorable,0.50195,0.502618,0.50301,0.497856,0.50083,0.499858
