,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.495525,0.496682,0.501291,0.498444,0.497871,0.496116
Privileged Favorable,0.490343,0.506167,0.511814,0.502446,0.496427,0.492269
Unprivileged Favorable,0.498212,0.489602,0.495708,0.496623,0.499549,0.493909
Unprivileged Unfavorable,0.493519,0.502364,0.496928,0.499028,0.492644,0.500651
Privileged Unfavorable,0.493988,0.494209,0.503755,0.498398,0.504091,0.499612
