,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.499932,0.501338,0.502297,0.499982,0.499678,0.500546
Privileged Favorable,0.497255,0.510291,0.500381,0.498913,0.511118,0.506268
Unprivileged Favorable,0.499967,0.500652,0.503403,0.500123,0.49929,0.500998
Unprivileged Unfavorable,0.504633,0.503555,0.502824,0.491162,0.515662,0.50113
Privileged Unfavorable,0.479097,0.50715,0.501552,0.515723,0.495895,0.532392
