,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.502395,0.499056,0.500855,0.49906,0.498317,0.500687
Privileged Favorable,0.503097,0.494911,0.508703,0.498284,0.49422,0.503624
Unprivileged Favorable,0.501864,0.499671,0.50612,0.499864,0.496846,0.500138
Unprivileged Unfavorable,0.501527,0.49932,0.500511,0.50199,0.496459,0.502454
Privileged Unfavorable,0.504353,0.499008,0.498937,0.499307,0.50155,0.500386
