,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500866,0.504912,0.501027,0.500974,0.497889,0.494301
Privileged Favorable,0.495716,0.50019,0.491113,0.4897,0.503476,0.492684
Unprivileged Favorable,0.501658,0.5056,0.497268,0.504061,0.492748,0.494793
Unprivileged Unfavorable,0.50186,0.504125,0.50644,0.505837,0.498645,0.499655
Privileged Unfavorable,0.504712,0.507234,0.499403,0.493864,0.492785,0.493085
