,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.503936,0.497976,0.504376,0.503728,0.49887,0.504046
Privileged Favorable,0.496016,0.491561,0.491937,0.50423,0.490345,0.503632
Unprivileged Favorable,0.499448,0.499181,0.509618,0.501701,0.491744,0.505935
Unprivileged Unfavorable,0.507198,0.498658,0.499528,0.507053,0.503073,0.506936
Privileged Unfavorable,0.508771,0.498818,0.506981,0.502543,0.502153,0.500782
