,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.502127,0.498876,0.499253,0.504898,0.501288,0.498805
Privileged Favorable,0.50041,0.51223,0.499809,0.501269,0.507059,0.495695
Unprivileged Favorable,0.498478,0.49646,0.50033,0.50228,0.496627,0.503432
Unprivileged Unfavorable,0.497444,0.491191,0.498328,0.507626,0.49927,0.496832
Privileged Unfavorable,0.511178,0.503891,0.498463,0.511956,0.507339,0.496249
