,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500437,0.501417,0.502273,0.499647,0.50014,0.496241
Privileged Favorable,0.501402,0.498797,0.504252,0.495084,0.498904,0.503622
Unprivileged Favorable,0.502133,0.509339,0.509715,0.501357,0.499544,0.499957
Unprivileged Unfavorable,0.497555,0.522328,0.50441,0.490018,0.499711,0.502764
Privileged Unfavorable,0.500463,0.500143,0.500973,0.500464,0.500199,0.494994
