,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.497262,0.500955,0.500753,0.500589,0.498381,0.49893
Privileged Favorable,0.497929,0.501763,0.499477,0.499225,0.500362,0.498986
Unprivileged Favorable,0.49815,0.499173,0.501867,0.499496,0.497523,0.502255
Unprivileged Unfavorable,0.499428,0.492011,0.504053,0.499089,0.510276,0.484929
Privileged Unfavorable,0.495316,0.511711,0.49704,0.494015,0.4766,0.521607
