,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.499656,0.502201,0.5015,0.501098,0.500879,0.499656
Privileged Favorable,0.499827,0.502132,0.494907,0.499607,0.500551,0.499618
Unprivileged Favorable,0.49745,0.500534,0.504605,0.503627,0.502233,0.501476
Unprivileged Unfavorable,0.49755,0.504365,0.496135,0.505402,0.494581,0.505577
Privileged Unfavorable,0.508938,0.498777,0.522319,0.490821,0.514696,0.509265
