,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.493011,0.501219,0.497954,0.500227,0.499982,0.500169
Privileged Favorable,0.496955,0.508575,0.497055,0.506864,0.494031,0.49295
Unprivileged Favorable,0.487062,0.500968,0.496735,0.501422,0.501885,0.500362
Unprivileged Unfavorable,0.494879,0.495751,0.503474,0.494236,0.500449,0.503041
Privileged Unfavorable,0.497799,0.493579,0.488117,0.503247,0.495601,0.494031
