,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.50162,0.498205,0.498372,0.503248,0.500864,0.499788
Privileged Favorable,0.502027,0.500411,0.494653,0.505607,0.502279,0.504947
Unprivileged Favorable,0.505111,0.498485,0.495835,0.496469,0.502996,0.499054
Unprivileged Unfavorable,0.49885,0.498216,0.499179,0.509792,0.498794,0.49522
Privileged Unfavorable,0.500298,0.498975,0.502505,0.501717,0.499285,0.499152
