,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500099,0.502719,0.4965,0.501641,0.500187,0.499952
Privileged Favorable,0.505099,0.504333,0.500568,0.502446,0.502162,0.503828
Unprivileged Favorable,0.454283,0.492298,0.498068,0.459563,0.5477,0.464731
Unprivileged Unfavorable,0.497714,0.505614,0.498692,0.508995,0.503685,0.500793
Privileged Unfavorable,0.499185,0.501008,0.496143,0.501774,0.499929,0.497668
