,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.497788,0.491868,0.512892,0.510788,0.514078,0.52006
Privileged Favorable,0.50367,0.476071,0.508137,0.5024,0.518147,0.514434
Unprivileged Favorable,0.491542,0.502103,0.521325,0.515168,0.497035,0.52918
Unprivileged Unfavorable,0.4495,0.515176,0.509365,0.547154,0.504906,0.518149
Privileged Unfavorable,0.489827,0.500119,0.527532,0.54336,0.511367,0.528373
