,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500217,0.500531,0.500943,0.50163,0.50126,0.497908
Privileged Favorable,0.498305,0.501114,0.502269,0.499145,0.500412,0.499022
Unprivileged Favorable,0.503178,0.499063,0.499109,0.501439,0.50077,0.498624
Unprivileged Unfavorable,0.493093,0.513372,0.50221,0.528332,0.491893,0.475804
Privileged Unfavorable,0.490028,0.499322,0.497167,0.49758,0.496824,0.503399
