,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.502338,0.501446,0.500775,0.500888,0.497875,0.500609
Privileged Favorable,0.500969,0.500736,0.498809,0.498777,0.497734,0.502305
Unprivileged Favorable,0.531047,0.511488,0.466904,0.486184,0.476374,0.45517
Unprivileged Unfavorable,0.510755,0.491209,0.510034,0.501462,0.507443,0.50163
Privileged Unfavorable,0.50223,0.501405,0.500793,0.501622,0.497448,0.500806
