,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500836,0.498907,0.503177,0.500863,0.501162,0.497128
Privileged Favorable,0.510198,0.495178,0.514862,0.495588,0.501963,0.514906
Unprivileged Favorable,0.500012,0.499043,0.505562,0.504659,0.502385,0.497507
Unprivileged Unfavorable,0.50116,0.499737,0.497102,0.501296,0.494129,0.499625
Privileged Unfavorable,0.492526,0.484191,0.509592,0.491098,0.512307,0.492044
