,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.49884,0.502136,0.501529,0.502219,0.500484,0.49857
Privileged Favorable,0.515652,0.504947,0.513975,0.503882,0.499274,0.511425
Unprivileged Favorable,0.498504,0.501914,0.499839,0.501691,0.50081,0.498069
Unprivileged Unfavorable,0.487583,0.502807,0.498727,0.495411,0.496102,0.504494
Privileged Unfavorable,0.513385,0.502349,0.461855,0.534537,0.505855,0.512821
