,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.497939,0.505625,0.50387,0.501834,0.503431,0.503264
Privileged Favorable,0.488338,0.495817,0.505922,0.515462,0.508551,0.490919
Unprivileged Favorable,0.496492,0.507009,0.501385,0.499306,0.501002,0.505174
Unprivileged Unfavorable,0.498999,0.50746,0.50784,0.500985,0.509612,0.507428
Privileged Unfavorable,0.504307,0.504281,0.491895,0.499921,0.499436,0.492875
