,orig,syn,syn_target,dir,rew,egr
Overall MIA,0.500499,0.501585,0.501419,0.50327,0.502333,0.501357
Privileged Favorable,0.506599,0.499069,0.501489,0.505707,0.501708,0.495449
Unprivileged Favorable,0.493576,0.504109,0.491104,0.522292,0.489792,0.506078
Unprivileged Unfavorable,0.498327,0.515853,0.516525,0.506319,0.496486,0.512361
Privileged Unfavorable,0.500165,0.501285,0.500645,0.501761,0.503075,0.50104
